length_url,length_hostname,ip,nb_hyphens,nb_dots,nb_at,nb_and,nb_underscore,nb_percent,nb_slash,nb_colon,nb_comma,port,tld_in_path,tld_in_subdomain,shortening_service,path_extension,nb_redirection,nb_external_redirection,login_form,iframe,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,dns_record,status,has_https
238,23,1,1,2,0,2,3,0,12,1,0,0,0,0,0,0,1,0,1,0,1,0,198,533,0,1,0
183,22,1,1,4,0,7,1,0,5,2,0,0,1,0,0,0,2,0,0,0,1,0,353,2568,0,1,0
246,13,0,43,2,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1346,7419,0,0,1
34,21,0,0,2,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1050,5159,0,0,1
54,15,0,0,3,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,1,0,2975,8346,0,1,1
55,24,0,0,2,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,1,0,514,5673,0,0,0
53,17,0,0,2,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,238,-1,0,0,0
33,26,0,0,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,373,7296,0,0,0
25,17,0,0,3,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,0,0,0
36,28,0,0,2,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,371,7298,0,0,0
93,19,0,7,3,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,1,0,229,5250,0,0,0
29,17,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2963,4736,0,1,1
40,16,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,91,3927,0,0,0
163,9,1,2,1,0,0,0,0,7,1,0,0,0,0,0,0,1,0,0,0,1,0,322,5521,0,1,1
27,19,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,161,6646,0,0,0
58,40,0,3,4,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,228,5615,0,1,0
60,22,0,0,3,0,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,1,0,253,5590,0,0,1
77,23,1,0,1,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,77,5767,0,1,0
43,25,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,2506,6259,0,0,0
47,7,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,35,2521,0,1,1
17,10,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-1,0,0,0
37,28,1,0,4,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,1,1,0,111,0,1,1
24,15,0,1,2,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,230,4517,0,0,1
22,13,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,301,1159,0,0,1
51,18,0,0,2,0,0,2,0,4,1,0,0,0,0,0,0,1,0,0,0,1,0,136,6074,0,0,0
66,41,1,0,6,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,216,5627,0,1,0
27,18,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,-1,0,0,1
30,10,0,1,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,37,3250,0,1,0
52,16,0,0,3,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3290,-1,0,0,1
25,17,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0
32,23,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,263,2658,0,0,1
136,38,0,1,2,0,0,2,0,7,3,0,0,1,1,1,0,1,0,0,0,0,0,381,8019,0,1,1
31,23,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,444,3938,0,0,0
31,22,0,0,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,2605,-1,0,0,1
51,14,0,1,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,139,-2,0,1,0
163,39,1,0,6,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,0
31,17,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,0,1
266,28,0,1,3,0,1,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,952,7083,0,1,0
61,35,0,0,4,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,357,1834,0,1,0
41,18,0,1,2,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-1,0,1,0
54,11,0,1,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,172,1654,0,1,0
31,22,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,222,4526,0,0,1
91,17,1,5,1,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,1,0,192,6056,0,0,0
53,12,0,0,2,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1
83,45,1,2,5,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,217,5627,0,1,1
76,26,0,0,4,0,0,1,1,7,1,0,0,0,0,0,0,1,0,0,0,1,0,2773,-1,0,0,0
71,19,0,0,1,0,0,0,0,9,1,0,0,1,0,0,0,1,0,0,0,1,0,298,1163,0,1,0
45,36,0,3,2,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,373,7296,0,1,1
34,26,0,1,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,297,67,0,1,0
28,7,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3460,0,1,0
55,36,0,3,4,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,228,5615,0,1,1
30,22,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,605,8527,0,0,1
23,14,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,341,1485,0,0,1
23,15,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,37,566,0,0,0
33,16,0,0,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,321,43,0,1,0
68,22,1,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,220,5990,0,1,1
45,20,0,0,2,0,0,0,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,278,1182,0,1,0
53,21,0,0,2,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,237,5971,0,1,0
118,42,1,0,4,0,2,2,0,5,1,0,0,0,1,0,0,0,0,0,0,1,0,25,3993,0,1,1
74,13,0,6,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,300,1891,0,0,0
49,9,0,0,1,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,308,-2,0,1,1
115,23,0,8,2,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,586,7448,0,0,1
20,12,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,100,8311,0,0,0
35,27,0,3,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,290,74,0,1,0
59,18,0,0,2,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,1,0,1097,2554,0,1,0
70,23,0,1,2,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0,318,778,0,1,0
105,20,0,2,5,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,92,273,0,1,1
92,22,1,2,1,0,0,0,0,8,1,0,0,0,0,0,0,2,0,0,0,1,0,257,2300,0,1,0
49,42,0,0,4,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,1,0,181,4202,0,1,0
63,25,0,1,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12713,0,0,0
62,20,0,1,3,0,0,0,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,136,-1,0,1,0
38,20,0,0,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,250,-1,0,0,0
34,26,0,0,3,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,193,-1,0,0,0
67,21,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,336,3317,0,1,0
19,12,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,237,-1,0,0,0
66,44,1,0,2,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,358,1834,0,1,0
75,15,0,1,3,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,1,0,465,570,0,1,1
117,78,0,0,5,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,158,208,0,1,0
22,15,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,232,-1,0,1,0
91,19,0,1,2,0,0,1,1,8,1,0,0,1,0,0,0,1,0,0,0,0,0,2285,-1,0,1,1
63,16,0,4,3,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,96,-1,0,0,0
128,50,1,1,4,0,2,2,0,5,1,0,0,0,1,0,0,0,0,0,0,1,0,25,3993,0,1,1
52,39,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,398,-1,0,1,0
15,8,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,281,1180,0,0,0
41,16,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,386,7650,0,0,1
35,14,0,2,2,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,1,0,349,7686,0,0,0
32,21,0,1,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,286,-1,1,1,0
25,10,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2139,0,1,1
50,16,0,0,2,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,902,7133,0,0,1
33,24,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,353,1107,0,0,1
83,16,1,4,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,274,-1,0,1,0
23,15,0,1,2,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0
73,16,0,4,2,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0,504,6071,0,0,1
18,11,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,211,1614,0,1,0
34,25,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,587,7447,0,0,1
40,12,0,1,1,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5661,0,1,1
29,15,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,298,-1,0,1,0
119,42,1,0,4,0,2,2,0,5,1,0,0,0,1,0,0,1,0,0,0,0,0,14,4003,0,1,0
82,16,0,0,2,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,2974,8348,0,1,1
47,39,0,2,2,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,276,819,0,1,0
27,19,0,1,2,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1019,4824,0,0,0
44,14,1,0,3,0,0,0,0,5,1,0,0,0,0,0,0,2,0,0,0,1,0,149,7157,0,0,0
49,30,0,0,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,952,7083,0,1,0
67,21,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,1,0,1865,6900,0,0,0
28,10,1,0,4,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,-1,1,1,0
49,13,0,2,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,233,2688,0,0,1
29,21,0,1,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,291,4823,0,1,0
159,19,0,2,3,0,1,2,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,239,1588,0,1,0
21,12,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,265,1561,0,1,1
197,14,1,0,2,0,2,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,347,1479,0,1,0
126,50,1,1,4,0,2,2,0,4,1,0,0,0,1,0,0,1,0,0,0,0,0,15,4003,0,1,0
25,16,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,999,1556,0,0,1
89,14,0,8,2,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,1165,5408,0,0,1
76,32,0,7,3,0,0,0,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,109,4274,0,0,0
29,20,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,179,6031,0,0,1
68,37,0,3,5,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,228,5616,0,1,1
40,23,0,1,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,289,75,0,1,0
54,21,0,1,3,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,246,8885,0,0,1
37,28,0,0,2,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,374,7295,0,1,1
28,19,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,110,2081,0,0,1
44,17,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2429,1953,0,1,0
128,50,1,1,4,0,2,2,0,5,1,0,0,0,1,0,0,0,0,0,0,1,0,25,3993,0,1,1
36,16,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2807,8517,0,0,1
35,14,0,0,2,0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,30,7275,0,0,0
47,39,0,2,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,316,49,0,1,0
40,31,0,0,2,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,149,-1,0,1,1
33,24,0,0,2,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,371,7298,0,0,1
28,12,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,119,612,0,1,1
27,19,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,517,7802,0,1,0
39,30,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,542,4205,0,0,1
40,13,0,1,2,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,0,0,1831,9226,0,0,0
29,16,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,238,0,1,0
27,18,0,0,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8579,0,0,1
25,16,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,320,1141,0,0,1
243,37,1,16,2,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,149,216,0,1,1
50,20,1,0,3,0,0,0,0,5,1,0,0,0,0,1,0,0,0,1,0,1,0,372,7297,0,1,1
30,14,0,0,2,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,193,6017,0,0,1
60,26,0,2,2,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,22,5822,0,0,0
72,39,0,2,5,1,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,1,0,218,5626,0,1,0
77,23,1,0,1,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,87,5756,0,1,0
30,21,0,0,2,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,530,5313,0,0,1
34,27,0,0,2,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,374,7295,0,1,0
27,11,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,107,3180,0,0,0
35,27,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,166,2756,0,0,0
40,32,0,0,2,0,0,0,0,3,1,0,0,0,0,1,0,0,0,1,0,1,0,371,7298,0,0,0
32,24,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2479,2634,0,1,0
47,38,0,2,4,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,229,5614,0,1,1
98,26,1,2,2,0,0,0,0,9,1,0,0,0,0,0,0,2,0,0,0,1,0,257,2300,0,1,0
22,13,0,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,0,1
66,30,0,7,1,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,1,0,429,5415,0,0,0
32,14,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,50,4698,0,1,1
20,12,1,0,3,0,0,0,0,3,1,0,0,1,1,0,0,2,1,1,0,1,1,0,-1,1,1,0
21,13,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,117,614,0,1,0
48,19,0,1,3,0,0,0,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,5,4744,0,0,1
51,34,0,3,5,0,0,0,0,3,1,0,0,0,0,1,0,0,0,1,0,1,0,231,5613,0,1,0
34,19,0,1,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1
62,31,0,2,2,0,0,0,0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,133,7616,0,0,0
57,19,0,2,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,41,6898,0,0,0
83,15,0,3,3,0,0,0,0,6,1,0,0,0,0,0,0,3,0,0,0,0,0,5,8395,0,0,0
33,25,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,687,5887,0,0,1
29,13,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,272,5936,0,0,1
24,15,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,161,2031,0,0,1
23,15,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,233,7436,0,0,0
53,23,0,1,2,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,200,7836,0,0,1
23,15,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,333,5510,0,0,0
34,25,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,96,2095,0,0,1
62,23,1,0,4,0,0,0,0,6,1,0,0,0,0,0,0,2,0,0,0,1,0,1250,8976,0,0,0
68,59,0,7,4,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,231,5613,0,1,1
55,16,0,0,2,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,904,7131,0,0,1
59,17,0,0,3,0,0,1,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,616,8149,0,0,0
157,41,0,0,5,0,0,0,2,3,1,0,0,0,0,1,0,0,0,0,0,1,0,227,5616,0,1,0
53,41,0,0,3,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,127,2064,0,1,0
23,15,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,431,1029,0,0,0
51,20,0,0,3,0,0,0,0,5,1,0,0,0,0,1,0,0,0,1,0,1,0,372,7297,0,1,1
41,13,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1944,7187,0,0,1
50,21,0,0,2,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,1,0,1337,2315,0,1,0
57,44,0,2,5,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,216,5627,0,1,0
137,22,0,8,3,0,0,0,0,7,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2634,0,0,0
26,17,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,418,1774,0,0,1
126,50,1,1,4,0,2,2,0,5,1,0,0,0,1,0,0,0,0,0,0,1,0,25,3993,0,1,1
76,44,0,0,5,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,1,0,313,-1,0,1,1
43,16,0,0,2,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,906,7129,0,0,1
25,17,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,202,6372,0,0,0
23,15,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,317,4431,0,0,0
57,13,0,1,3,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,449,2108,0,1,0
59,31,0,0,5,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,217,5627,0,1,0
51,17,0,0,4,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,161,9335,0,0,0
42,21,0,0,2,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,1,1,0,-1,0,1,0
127,50,1,1,4,0,2,2,0,4,1,0,0,0,1,0,0,1,0,0,0,1,0,25,3993,0,1,1
72,18,0,1,3,0,0,1,0,5,1,0,0,0,0,1,0,1,0,0,0,1,0,249,9614,0,0,1
88,16,0,0,8,0,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,23,707,0,1,0
49,23,0,1,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,165,7506,0,0,0
19,12,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,2438,7423,0,0,0
29,20,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,624,5219,0,0,1
46,14,0,1,3,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,303,62,0,1,0
132,28,0,11,3,0,0,0,0,5,1,0,0,0,0,0,0,1,0,1,0,1,0,218,2703,0,0,0
28,17,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,223,2334,1,1,0
48,15,0,1,2,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1496,-1,0,0,0
81,18,0,0,3,0,0,0,0,6,1,0,0,0,0,0,0,2,0,0,0,0,0,1156,7811,0,0,0
76,9,0,1,2,0,0,1,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,295,4503,0,1,0
42,17,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,312,9184,0,0,0
52,16,0,1,2,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,902,7133,0,0,1
42,25,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,2509,6256,0,0,0
56,30,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,644,1546,0,1,0
28,20,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,1,0,1,0,1,0,154,8611,0,0,0
23,14,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,91,1369,0,0,1
37,16,0,0,2,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,357,6217,0,0,1
65,33,0,1,2,0,0,0,0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,130,7618,0,0,0
132,16,1,0,3,0,0,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,271,7764,0,1,1
31,22,0,2,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1845,4363,0,0,1
42,15,0,0,2,0,0,0,0,5,1,0,0,0,0,1,0,1,0,0,0,1,0,361,-1,0,1,0
109,45,1,2,8,1,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,228,5616,0,1,1
117,42,1,0,4,0,2,2,0,5,1,0,0,0,1,0,0,0,0,0,0,1,0,25,3993,0,1,0
18,11,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0
38,30,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,1,0,1,0,1,0,359,1466,0,0,0
339,30,0,3,4,0,0,6,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,340,756,0,1,0
118,42,1,0,4,0,2,2,0,4,1,0,0,0,1,0,0,1,0,0,0,1,0,25,3992,0,1,0
24,16,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,294,4454,0,0,0
48,18,0,1,2,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,1,0,986,5222,0,0,0
26,17,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,193,3459,0,0,1
82,18,1,5,3,0,0,0,0,6,1,0,0,0,0,0,0,2,0,0,0,1,0,51,8759,0,0,0
51,18,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,8173,0,0,1
52,16,0,0,2,0,0,0,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,92,2100,0,1,0
40,14,0,1,3,0,0,0,0,5,1,0,0,0,0,1,0,2,0,0,0,0,0,198,5621,0,0,0
68,26,0,1,3,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,1,0,23,1072,0,1,0
48,12,0,2,1,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,2320,5349,0,0,1
31,17,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1198,7202,0,1,0
108,16,1,4,2,0,0,0,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,3104,7489,0,1,1
25,17,0,1,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,248,117,0,1,0
21,6,0,0,1,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,0,1,0
24,15,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,1
26,18,0,1,2,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,297,4451,0,0,0
38,20,0,1,3,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,90,1736,1,1,0
68,42,1,0,4,0,0,0,0,4,1,0,0,0,1,0,0,1,0,0,0,1,0,25,3993,0,1,0
73,14,1,0,3,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,326,2231,0,1,0
34,6,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,0
32,11,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,303,1887,0,1,0
40,18,0,0,3,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,26,5088,0,1,0
66,16,1,0,2,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,2974,8348,0,1,1
123,46,1,0,5,0,2,2,0,4,1,0,0,0,1,0,0,1,0,0,0,0,0,14,4004,0,1,1
132,16,1,0,3,0,0,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,271,7765,0,1,1
26,17,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,953,4525,0,0,1
